2016-03-25 15:59:25,945 [INFO ] org.springframework.web.context.ContextLoader  - Root WebApplicationContext: initialization started
2016-03-25 15:59:26,238 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Loaded schema mappings: {http://www.springframework.org/schema/tx/spring-tx-2.5.xsd=org/springframework/transaction/config/spring-tx-2.5.xsd, http://www.springframework.org/schema/cache/spring-cache-4.2.xsd=org/springframework/cache/config/spring-cache-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-4.1.xsd=org/springframework/aop/config/spring-aop-4.1.xsd, http://www.springframework.org/schema/context/spring-context-3.1.xsd=org/springframework/context/config/spring-context-3.1.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc-4.1.xsd=org/springframework/jdbc/config/spring-jdbc-4.1.xsd, http://www.springframework.org/schema/util/spring-util-3.0.xsd=org/springframework/beans/factory/xml/spring-util-3.0.xsd, http://www.springframework.org/schema/tool/spring-tool.xsd=org/springframework/beans/factory/xml/spring-tool-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-3.2.xsd=org/springframework/aop/config/spring-aop-3.2.xsd, http://www.springframework.org/schema/lang/spring-lang-4.1.xsd=org/springframework/scripting/config/spring-lang-4.1.xsd, http://www.springframework.org/schema/context/spring-context-4.0.xsd=org/springframework/context/config/spring-context-4.0.xsd, http://www.springframework.org/schema/beans/spring-beans-4.2.xsd=org/springframework/beans/factory/xml/spring-beans-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-4.1.xsd=org/springframework/beans/factory/xml/spring-tool-4.1.xsd, http://www.springframework.org/schema/lang/spring-lang-3.2.xsd=org/springframework/scripting/config/spring-lang-3.2.xsd, http://www.springframework.org/schema/cache/spring-cache-3.2.xsd=org/springframework/cache/config/spring-cache-3.2.xsd, http://www.springframework.org/schema/jee/spring-jee-4.1.xsd=org/springframework/ejb/config/spring-jee-4.1.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc-3.1.xsd=org/springframework/jdbc/config/spring-jdbc-3.1.xsd, http://www.springframework.org/schema/util/spring-util-2.0.xsd=org/springframework/beans/factory/xml/spring-util-2.0.xsd, http://www.springframework.org/schema/task/spring-task-4.2.xsd=org/springframework/scheduling/config/spring-task-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-3.2.xsd=org/springframework/beans/factory/xml/spring-tool-3.2.xsd, http://www.springframework.org/schema/context/spring-context.xsd=org/springframework/context/config/spring-context-4.2.xsd, http://www.springframework.org/schema/tx/spring-tx-4.2.xsd=org/springframework/transaction/config/spring-tx-4.2.xsd, http://www.springframework.org/schema/cache/spring-cache-4.1.xsd=org/springframework/cache/config/spring-cache-4.1.xsd, http://www.springframework.org/schema/aop/spring-aop-4.0.xsd=org/springframework/aop/config/spring-aop-4.0.xsd, http://www.springframework.org/schema/jee/spring-jee-3.2.xsd=org/springframework/ejb/config/spring-jee-3.2.xsd, http://www.springframework.org/schema/context/spring-context-3.0.xsd=org/springframework/context/config/spring-context-3.0.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc-4.0.xsd=org/springframework/jdbc/config/spring-jdbc-4.0.xsd, http://www.springframework.org/schema/util/spring-util-2.5.xsd=org/springframework/beans/factory/xml/spring-util-2.5.xsd, http://www.springframework.org/schema/beans/spring-beans-3.2.xsd=org/springframework/beans/factory/xml/spring-beans-3.2.xsd, http://www.springframework.org/schema/aop/spring-aop-3.1.xsd=org/springframework/aop/config/spring-aop-3.1.xsd, http://www.springframework.org/schema/lang/spring-lang-4.0.xsd=org/springframework/scripting/config/spring-lang-4.0.xsd, http://www.springframework.org/schema/beans/spring-beans-4.1.xsd=org/springframework/beans/factory/xml/spring-beans-4.1.xsd, http://www.springframework.org/schema/tool/spring-tool-4.0.xsd=org/springframework/beans/factory/xml/spring-tool-4.0.xsd, http://www.springframework.org/schema/tx/spring-tx-3.2.xsd=org/springframework/transaction/config/spring-tx-3.2.xsd, http://www.springframework.org/schema/lang/spring-lang-3.1.xsd=org/springframework/scripting/config/spring-lang-3.1.xsd, http://www.springframework.org/schema/cache/spring-cache-3.1.xsd=org/springframework/cache/config/spring-cache-3.1.xsd, http://www.springframework.org/schema/jee/spring-jee-4.0.xsd=org/springframework/ejb/config/spring-jee-4.0.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc-3.0.xsd=org/springframework/jdbc/config/spring-jdbc-3.0.xsd, http://www.springframework.org/schema/task/spring-task-4.1.xsd=org/springframework/scheduling/config/spring-task-4.1.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc.xsd=org/springframework/jdbc/config/spring-jdbc-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-3.1.xsd=org/springframework/beans/factory/xml/spring-tool-3.1.xsd, http://www.springframework.org/schema/tx/spring-tx-4.1.xsd=org/springframework/transaction/config/spring-tx-4.1.xsd, http://www.springframework.org/schema/cache/spring-cache-4.0.xsd=org/springframework/cache/config/spring-cache-4.0.xsd, http://www.springframework.org/schema/jee/spring-jee-3.1.xsd=org/springframework/ejb/config/spring-jee-3.1.xsd, http://www.springframework.org/schema/task/spring-task-3.2.xsd=org/springframework/scheduling/config/spring-task-3.2.xsd, http://www.springframework.org/schema/util/spring-util-4.2.xsd=org/springframework/beans/factory/xml/spring-util-4.2.xsd, http://www.springframework.org/schema/beans/spring-beans-3.1.xsd=org/springframework/beans/factory/xml/spring-beans-3.1.xsd, http://www.springframework.org/schema/util/spring-util.xsd=org/springframework/beans/factory/xml/spring-util-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-3.0.xsd=org/springframework/aop/config/spring-aop-3.0.xsd, http://www.springframework.org/schema/beans/spring-beans-4.0.xsd=org/springframework/beans/factory/xml/spring-beans-4.0.xsd, http://www.springframework.org/schema/beans/spring-beans.xsd=org/springframework/beans/factory/xml/spring-beans-4.2.xsd, http://www.springframework.org/schema/tx/spring-tx-3.1.xsd=org/springframework/transaction/config/spring-tx-3.1.xsd, http://www.springframework.org/schema/lang/spring-lang-3.0.xsd=org/springframework/scripting/config/spring-lang-3.0.xsd, http://www.springframework.org/schema/context/spring-context-2.5.xsd=org/springframework/context/config/spring-context-2.5.xsd, http://www.springframework.org/schema/task/spring-task-4.0.xsd=org/springframework/scheduling/config/spring-task-4.0.xsd, http://www.springframework.org/schema/tool/spring-tool-3.0.xsd=org/springframework/beans/factory/xml/spring-tool-3.0.xsd, http://www.springframework.org/schema/tx/spring-tx-4.0.xsd=org/springframework/transaction/config/spring-tx-4.0.xsd, http://www.springframework.org/schema/aop/spring-aop-2.0.xsd=org/springframework/aop/config/spring-aop-2.0.xsd, http://www.springframework.org/schema/jee/spring-jee-3.0.xsd=org/springframework/ejb/config/spring-jee-3.0.xsd, http://www.springframework.org/schema/util/spring-util-4.1.xsd=org/springframework/beans/factory/xml/spring-util-4.1.xsd, http://www.springframework.org/schema/task/spring-task-3.1.xsd=org/springframework/scheduling/config/spring-task-3.1.xsd, http://www.springframework.org/schema/beans/spring-beans-3.0.xsd=org/springframework/beans/factory/xml/spring-beans-3.0.xsd, http://www.springframework.org/schema/jee/spring-jee.xsd=org/springframework/ejb/config/spring-jee-4.2.xsd, http://www.springframework.org/schema/aop/spring-aop-2.5.xsd=org/springframework/aop/config/spring-aop-2.5.xsd, http://www.springframework.org/schema/lang/spring-lang-2.0.xsd=org/springframework/scripting/config/spring-lang-2.0.xsd, http://www.springframework.org/schema/util/spring-util-3.2.xsd=org/springframework/beans/factory/xml/spring-util-3.2.xsd, http://www.springframework.org/schema/task/spring-task.xsd=org/springframework/scheduling/config/spring-task-4.2.xsd, http://www.springframework.org/schema/tool/spring-tool-2.0.xsd=org/springframework/beans/factory/xml/spring-tool-2.0.xsd, http://www.springframework.org/schema/tx/spring-tx-3.0.xsd=org/springframework/transaction/config/spring-tx-3.0.xsd, http://www.springframework.org/schema/lang/spring-lang-2.5.xsd=org/springframework/scripting/config/spring-lang-2.5.xsd, http://www.springframework.org/schema/context/spring-context-4.2.xsd=org/springframework/context/config/spring-context-4.2.xsd, http://www.springframework.org/schema/jee/spring-jee-2.0.xsd=org/springframework/ejb/config/spring-jee-2.0.xsd, http://www.springframework.org/schema/tool/spring-tool-2.5.xsd=org/springframework/beans/factory/xml/spring-tool-2.5.xsd, http://www.springframework.org/schema/jee/spring-jee-2.5.xsd=org/springframework/ejb/config/spring-jee-2.5.xsd, http://www.springframework.org/schema/util/spring-util-4.0.xsd=org/springframework/beans/factory/xml/spring-util-4.0.xsd, http://www.springframework.org/schema/task/spring-task-3.0.xsd=org/springframework/scheduling/config/spring-task-3.0.xsd, http://www.springframework.org/schema/aop/spring-aop-4.2.xsd=org/springframework/aop/config/spring-aop-4.2.xsd, http://www.springframework.org/schema/lang/spring-lang.xsd=org/springframework/scripting/config/spring-lang-4.2.xsd, http://www.springframework.org/schema/context/spring-context-3.2.xsd=org/springframework/context/config/spring-context-3.2.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc-4.2.xsd=org/springframework/jdbc/config/spring-jdbc-4.2.xsd, http://www.springframework.org/schema/util/spring-util-3.1.xsd=org/springframework/beans/factory/xml/spring-util-3.1.xsd, http://www.springframework.org/schema/beans/spring-beans-2.0.xsd=org/springframework/beans/factory/xml/spring-beans-2.0.xsd, http://www.springframework.org/schema/cache/spring-cache.xsd=org/springframework/cache/config/spring-cache-4.2.xsd, http://www.springframework.org/schema/tx/spring-tx.xsd=org/springframework/transaction/config/spring-tx-4.2.xsd, http://www.springframework.org/schema/lang/spring-lang-4.2.xsd=org/springframework/scripting/config/spring-lang-4.2.xsd, http://www.springframework.org/schema/context/spring-context-4.1.xsd=org/springframework/context/config/spring-context-4.1.xsd, http://www.springframework.org/schema/beans/spring-beans-2.5.xsd=org/springframework/beans/factory/xml/spring-beans-2.5.xsd, http://www.springframework.org/schema/tool/spring-tool-4.2.xsd=org/springframework/beans/factory/xml/spring-tool-4.2.xsd, http://www.springframework.org/schema/tx/spring-tx-2.0.xsd=org/springframework/transaction/config/spring-tx-2.0.xsd, http://www.springframework.org/schema/jee/spring-jee-4.2.xsd=org/springframework/ejb/config/spring-jee-4.2.xsd, http://www.springframework.org/schema/jdbc/spring-jdbc-3.2.xsd=org/springframework/jdbc/config/spring-jdbc-3.2.xsd, http://www.springframework.org/schema/aop/spring-aop.xsd=org/springframework/aop/config/spring-aop-4.2.xsd}
2016-03-25 15:59:26,241 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/beans/spring-beans-3.0.xsd] in classpath: org/springframework/beans/factory/xml/spring-beans-3.0.xsd
2016-03-25 15:59:26,292 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Trying to resolve XML entity with public id [null] and system id [http://www.springframework.org/schema/context/spring-context-3.0.xsd]
2016-03-25 15:59:26,293 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/context/spring-context-3.0.xsd] in classpath: org/springframework/context/config/spring-context-3.0.xsd
2016-03-25 15:59:26,299 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Trying to resolve XML entity with public id [null] and system id [http://www.springframework.org/schema/tool/spring-tool-3.0.xsd]
2016-03-25 15:59:26,300 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/tool/spring-tool-3.0.xsd] in classpath: org/springframework/beans/factory/xml/spring-tool-3.0.xsd
2016-03-25 15:59:26,314 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Trying to resolve XML entity with public id [null] and system id [http://www.springframework.org/schema/tx/spring-tx-3.0.xsd]
2016-03-25 15:59:26,315 [DEBUG] org.springframework.beans.factory.xml.PluggableSchemaResolver  - Found XML schema [http://www.springframework.org/schema/tx/spring-tx-3.0.xsd] in classpath: org/springframework/transaction/config/spring-tx-3.0.xsd
2016-03-25 15:59:26,326 [DEBUG] org.springframework.beans.factory.xml.DefaultBeanDefinitionDocumentReader  - Loading bean definitions
2016-03-25 15:59:26,340 [DEBUG] org.springframework.beans.factory.xml.DefaultNamespaceHandlerResolver  - Loaded NamespaceHandler mappings: {http://www.springframework.org/schema/p=org.springframework.beans.factory.xml.SimplePropertyNamespaceHandler, http://www.springframework.org/schema/util=org.springframework.beans.factory.xml.UtilNamespaceHandler, http://www.springframework.org/schema/jee=org.springframework.ejb.config.JeeNamespaceHandler, http://www.springframework.org/schema/aop=org.springframework.aop.config.AopNamespaceHandler, http://www.springframework.org/schema/jdbc=org.springframework.jdbc.config.JdbcNamespaceHandler, http://www.springframework.org/schema/cache=org.springframework.cache.config.CacheNamespaceHandler, http://www.springframework.org/schema/c=org.springframework.beans.factory.xml.SimpleConstructorNamespaceHandler, http://www.springframework.org/schema/tx=org.springframework.transaction.config.TxNamespaceHandler, http://www.springframework.org/schema/task=org.springframework.scheduling.config.TaskNamespaceHandler, http://www.springframework.org/schema/lang=org.springframework.scripting.config.LangNamespaceHandler, http://www.springframework.org/schema/context=org.springframework.context.config.ContextNamespaceHandler}
2016-03-25 15:59:26,362 [DEBUG] org.springframework.core.env.StandardEnvironment  - Adding [systemProperties] PropertySource with lowest search precedence
2016-03-25 15:59:26,363 [DEBUG] org.springframework.core.env.StandardEnvironment  - Adding [systemEnvironment] PropertySource with lowest search precedence
2016-03-25 15:59:26,364 [DEBUG] org.springframework.core.env.StandardEnvironment  - Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment]
2016-03-25 15:59:26,371 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - JSR-330 'javax.inject.Named' annotation found and supported for component scanning
2016-03-25 15:59:26,377 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved classpath location [org/wang/elec/] to resources [URL [file:/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/]]
2016-03-25 15:59:26,378 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in directory tree [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec]
2016-03-25 15:59:26,378 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,381 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,381 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,382 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/domain] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,383 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,383 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/impl] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,383 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/utils] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,384 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,384 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action] for files matching pattern [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/**/*.class]
2016-03-25 15:59:26,387 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved location pattern [classpath*:org/wang/elec/**/*.class] to resources [file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/ICommonDao.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/IElecTextDao.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/CommonDaoImpl$1.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/CommonDaoImpl.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/ElecTextDaoImpl.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/domain/ElecText.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/IElecTextService.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/impl/ElecTextServiceImpl.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/utils/TUtils.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action/BaseAction.class], file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action/ElecTextAction.class]]
2016-03-25 15:59:26,387 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/ICommonDao.class]
2016-03-25 15:59:26,406 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/ICommonDao.class]
2016-03-25 15:59:26,406 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/IElecTextDao.class]
2016-03-25 15:59:26,407 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/IElecTextDao.class]
2016-03-25 15:59:26,407 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/CommonDaoImpl$1.class]
2016-03-25 15:59:26,413 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/CommonDaoImpl$1.class]
2016-03-25 15:59:26,414 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/CommonDaoImpl.class]
2016-03-25 15:59:26,424 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/CommonDaoImpl.class]
2016-03-25 15:59:26,424 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/ElecTextDaoImpl.class]
2016-03-25 15:59:26,435 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Identified candidate component class: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/dao/impl/ElecTextDaoImpl.class]
2016-03-25 15:59:26,435 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/domain/ElecText.class]
2016-03-25 15:59:26,435 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/domain/ElecText.class]
2016-03-25 15:59:26,435 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/IElecTextService.class]
2016-03-25 15:59:26,436 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/IElecTextService.class]
2016-03-25 15:59:26,436 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/impl/ElecTextServiceImpl.class]
2016-03-25 15:59:26,442 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Identified candidate component class: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/service/impl/ElecTextServiceImpl.class]
2016-03-25 15:59:26,442 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/utils/TUtils.class]
2016-03-25 15:59:26,443 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/utils/TUtils.class]
2016-03-25 15:59:26,443 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action/BaseAction.class]
2016-03-25 15:59:26,443 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Ignored because not matching any filter: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action/BaseAction.class]
2016-03-25 15:59:26,443 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Scanning file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action/ElecTextAction.class]
2016-03-25 15:59:26,445 [DEBUG] org.springframework.context.annotation.ClassPathBeanDefinitionScanner  - Identified candidate component class: file [/E/myproject/my-java-project/workspace/elecMaven/target/classes/org/wang/elec/web/action/ElecTextAction.class]
2016-03-25 15:59:26,496 [DEBUG] org.springframework.beans.factory.xml.XmlBeanDefinitionReader  - Loaded 17 bean definitions from location pattern [classpath:beans.xml]
2016-03-25 15:59:26,496 [DEBUG] org.springframework.web.context.support.XmlWebApplicationContext  - Bean factory for Root WebApplicationContext: org.springframework.beans.factory.support.DefaultListableBeanFactory@7a7cc52c: defining beans [org.wang.elec.dao.impl.ElecTextDaoImpl,org.wang.elec.service.impl.ElecTextServiceImpl,elecTextAction,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,sessionFactory,trManager,org.springframework.transaction.config.internalTransactionalEventListenerFactory,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor]; root of factory hierarchy
2016-03-25 15:59:26,512 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Registering scope 'request' with implementation [org.springframework.web.context.request.RequestScope@7c8f9c2e]
2016-03-25 15:59:26,513 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Registering scope 'session' with implementation [org.springframework.web.context.request.SessionScope@10bea4]
2016-03-25 15:59:26,516 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Registering scope 'globalSession' with implementation [org.springframework.web.context.request.SessionScope@7e2c64]
2016-03-25 15:59:26,517 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Registering scope 'application' with implementation [org.springframework.web.context.support.ServletContextScope@3dd818e8]
2016-03-25 15:59:26,561 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
2016-03-25 15:59:26,561 [DEBUG] org.springframework.beans.factory.support.DefaultListableBeanFactory  - Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
